name,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,accommodates,bedrooms,number_of_reviews,bathrooms,amenities,price,extra_people,last_review,Street,Country,Country_Code,Longitude,Latitude,availability_30,availability_60,availability_90,availability_365,review_scores_rating
Double room for women in Gothic,Apartment,Private room,Real Bed,3,31,flexible,2,1.0,8,1.0,"['TV', 'Wifi', 'Kitchen', 'Heating', 'Safety card', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",45.00,25.00,2018-12-10 05:00:00,"Barcelona, Catalunya, Spain",Spain,ES,2.18031,41.38038,0,0,0,0,83.0
Knight hub Rm people 人 centre of TST,Apartment,Private room,Real Bed,1,60,strict_14_with_grace_period,2,1.0,25,1.0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Paid parking off premises', 'Elevator', 'Suitable for events', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Private living room', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Refrigerator', 'Dishes and silverware', 'Luggage dropoff allowed', 'Long term stays allowed']",550.00,100.00,2019-02-27 05:00:00,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,114.17293,22.29638,13,38,68,68,93.0
Quiet Hideaway in Middle of Everywhere,Apartment,Entire home/apt,Real Bed,3,1125,moderate,2,1.0,1,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Pets allowed', 'Gym', 'Free street parking', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private living room', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed', 'Cleaning before checkout', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Wide clearance to bed', 'Wide doorway', 'Wide entryway', 'Handheld shower head']",125.00,100.00,2018-11-10 05:00:00,"Leichhardt, NSW, Australia",Australia,AU,151.14584,-33.88548,0,0,0,0,100.0
mins from MTR Ideal for biz travel family,Apartment,Entire home/apt,Real Bed,3,1125,flexible,3,1.0,8,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",848.00,50.00,2019-02-12 05:00:00,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,114.14081,22.28604,0,0,0,0,90.0
HS People's Congress Bed Room Fengze Suning Bailin Women's Street Food Center,Serviced apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,5,1.0,"['TV', 'Wifi', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hair dryer', 'Hot water', 'Other']",11681.00,0.00,2019-01-02 05:00:00,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,114.17032,22.31728,27,57,87,362,84.0
Room in Barcelona Near Sagrada Familia,Apartment,Private room,Real Bed,1,1125,flexible,3,1.0,9,1.0,"['Wifi', 'Kitchen', 'Essentials', 'Lock on bedroom door', 'Laptop friendly workspace']",35.00,0.00,2018-11-04 04:00:00,"Barcelona, Catalunya, Spain",Spain,ES,2.16776,41.40431,1,6,27,35,78.0
PeOPLEKITCHENDINGININGININGININGIDESIDE Room has a kitchen hall outside the house,Tiny house,Private room,Real Bed,1,30,strict_14_with_grace_period,9,2.0,1,2.0,"['TV', 'Wifi', 'Air conditioning', 'Elevator', 'Washer', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hair dryer']",1201.00,0.00,2019-02-01 05:00:00,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,114.17331,22.29682,4,21,42,233,80.0
Ataşehir Finance Center Furniture Flat within the Site,Serviced apartment,Entire home/apt,Real Bed,2,7,flexible,4,2.0,1,1.0,"['Wifi', 'Pool', 'Free parking on premises', 'Smoking allowed', 'Elevator', 'Suitable for events', 'Iron', 'Laptop friendly workspace']",401.00,0.00,2018-08-13 04:00:00,"Ümraniye, İstanbul, Turkey",Turkey,TR,29.11387,41.00489,0,0,0,0,0.0
Modern room near HEART OF MONTREAL,Apartment,Private room,Real Bed,1,35,flexible,3,0.0,2,1.0,"['Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",35.00,20.00,2018-09-01 04:00:00,"Montréal, Québec, Canada",Canada,CA,-73.60834,45.47277,29,59,89,89,70.0
Luxury bedroom apartment in Maslak,Condominium,Entire home/apt,Real Bed,3,60,moderate,4,1.0,4,1.0,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Lock on bedroom door', '24-hour check-in', 'Laptop friendly workspace', 'Bed linens', 'Host greets you']",364.00,0.00,2019-01-26 05:00:00,"Şişli, İstanbul, Turkey",Turkey,TR,29.01395,41.11555,0,17,47,137,90.0
BEAUTIFUL BIG Room MTR HK Central Terra,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,1,1.0,2,1.0,[''],447.00,0.00,2019-02-08 05:00:00,"Central, Hong Kong Island, Hong Kong",Hong Kong,HK,114.1535,22.28521,17,38,46,321,100.0
Bedroom in a high rise apartment,Apartment,Private room,Real Bed,2,5,flexible,1,0.0,1,1.0,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Gym', 'Breakfast', 'Elevator', 'Hot tub', 'Heating', 'Suitable for events', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Hangers', 'Laptop friendly workspace']",322.00,0.00,2019-02-07 05:00:00,"Hong Kong, Hong Kong",Hong Kong,HK,114.27304,22.2946,28,58,88,88,100.0
Nashs house,Apartment,Private room,Real Bed,1,30,strict_14_with_grace_period,2,1.0,23,1.0,"['TV', 'Kitchen', 'Smoking allowed', 'Pets allowed', 'Free street parking', 'Washer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private living room', 'Hot water', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Luggage dropoff allowed', 'Long term stays allowed', 'Well-lit path to entrance', 'Step-free access', 'Accessible-height bed', 'Step-free access', 'Step-free access', 'Host greets you']",19.00,0.00,2019-02-17 05:00:00,"Barcelona, Catalunya, Spain",Spain,ES,2.17548,41.44656,30,60,90,90,91.0
Nice apartment with a marvelous terrace,Apartment,Private room,Real Bed,1,20,strict_14_with_grace_period,2,1.0,6,1.0,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Paid parking off premises', 'Doorman', 'Gym', 'Elevator', 'Free street parking', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Safety card', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Iron', 'Hot water', 'Other', 'Paid parking on premises']",81.00,0.00,2019-02-25 05:00:00,"Montréal, QC, Canada",Canada,CA,-73.55445,45.57143,29,59,89,364,83.0
Nişantaşı Flat,Apartment,Entire home/apt,Real Bed,2,1125,flexible,4,1.0,8,1.0,"['TV', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Pets allowed', 'Heating', 'Washer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Long term stays allowed', 'Host greets you']",211.00,32.00,2019-01-02 05:00:00,"Beşiktaş, İstanbul, Turkey",Turkey,TR,28.9976,41.04862,29,50,71,337,97.0
OPORTO GUEST STUDIO BOLHÃO,Apartment,Entire home/apt,Real Bed,2,1125,moderate,3,1.0,2,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Elevator', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Pack ’n Play/travel crib', 'Hot water', 'Long term stays allowed', 'Host greets you']",50.00,5.00,2018-10-12 04:00:00,"Porto, Porto, Portugal",Portugal,PT,-8.60328,41.15012,0,0,26,301,100.0
A comfortable and spacious home,Apartment,Entire home/apt,Real Bed,1,1125,flexible,8,2.0,54,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free street parking', 'Indoor fireplace', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'High chair', 'Pack ’n Play/travel crib', 'Children’s dinnerware', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",81.00,0.00,2019-02-19 05:00:00,"Montréal, Québec, Canada",Canada,CA,-73.57097,45.54027,16,39,68,68,94.0
Best Rio Location For Holidays,Apartment,Entire home/apt,Real Bed,2,30,strict_14_with_grace_period,8,2.0,1,2.0,"['TV', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Pets allowed', 'Elevator', 'Family/kid friendly', 'Washer', 'Fire extinguisher', 'Essentials']",671.00,120.00,2019-01-05 05:00:00,"Rio, Rio de Janeiro, Brazil",Brazil,BR,-43.19348797580616,-22.98565659450063,24,54,84,359,100.0
Williamsburg great location,Apartment,Entire home/apt,Real Bed,6,18,strict_14_with_grace_period,2,1.0,23,1.0,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Smoke detector', 'Carbon monoxide detector']",130.00,50.00,2018-09-27 04:00:00,"Brooklyn, NY, United States",United States,US,-73.96126,40.71445,0,9,15,30,96.0
Private bedroom for in Montreal NDG,Apartment,Private room,Real Bed,5,365,flexible,3,1.0,4,1.0,"['TV', 'Wifi', 'Kitchen', 'Free street parking', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Host greets you']",46.00,15.00,2018-10-09 04:00:00,"Montréal, Québec, Canada",Canada,CA,-73.61589,45.46762,30,60,90,365,100.0
Executives Den Suite Buxton House,Townhouse,Entire home/apt,Real Bed,2,14,strict_14_with_grace_period,2,1.0,36,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free street parking', 'Heating', 'Washer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Pocket wifi', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed']",105.00,50.00,2019-02-25 05:00:00,"Redfern, NSW, Australia",Australia,AU,151.20395,-33.89247,7,20,20,92,94.0
Big Group Spacious Wanchai,Apartment,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,12,2.0,19,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Hot tub', 'Heating', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance']",879.00,150.00,2019-02-17 05:00:00,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,114.17924,22.27901,4,28,58,58,84.0
Serene in its Simplicity Room,House,Private room,Real Bed,1,1125,moderate,2,1.0,21,1.0,"['TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Indoor fireplace', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Smart lock', 'Bathtub', 'Baby bath', 'Children’s books and toys', 'Pack ’n Play/travel crib', 'Room-darkening shades', 'Children’s dinnerware', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed', 'Wide hallway clearance', 'Wide doorway', 'Wide doorway', 'Accessible-height bed', 'Handheld shower head']",20.00,7.00,2018-12-20 05:00:00,"Montréal, QC, Canada",Canada,CA,-73.84772,45.49473,0,0,0,254,99.0
Spacious and convenient bedroom apartment,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,4,2.0,8,1.5,"['TV', 'Wifi', 'Pool', 'Kitchen', 'Free parking on premises', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Window guards', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Long term stays allowed', 'Step-free access', 'Step-free access', 'Step-free access', 'Step-free access']",250.00,0.00,2019-02-26 05:00:00,"Artarmon, NSW, Australia",Australia,AU,151.18233,-33.80882,2,18,43,210,100.0
Females only for midtown apt share,Apartment,Shared room,Real Bed,1,1125,strict_14_with_grace_period,1,1.0,207,1.0,"['Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Essentials']",70.00,0.00,2019-03-03 05:00:00,"New York, NY, United States",United States,US,-73.98746,40.77024,26,52,81,353,96.0
Cozy Central Flat near Taksim Squere Free Wifi,Apartment,Entire home/apt,Real Bed,1,360,flexible,2,1.0,1,1.0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Elevator', 'Heating', 'Washer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private living room', 'Outlet covers', 'Window guards', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Disabled parking spot', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Accessible-height bed', 'Step-free access', 'Wide doorway', 'Wide clearance to shower', 'toilet', 'Step-free access', 'Wide entryway', 'Host greets you', 'Roll-in shower']",295.00,0.00,2019-02-13 05:00:00,"Istanbul, İstanbul, Turkey",Turkey,TR,28.96412,41.04765,0,5,35,215,100.0
Enriques private room,Apartment,Private room,Real Bed,2,1125,moderate,2,1.0,6,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Washer', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Hot water', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Patio or balcony', 'Host greets you']",60.00,0.00,2019-03-05 05:00:00,"Barcelona, Catalunya, Spain",Spain,ES,2.20064,41.40262,11,41,66,338,97.0
New apartment near city centre and shops for ppl,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,4,1.0,15,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Microwave', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Oven', 'Stove', 'Single level home', 'Patio or balcony']",145.00,0.00,2019-02-16 05:00:00,"Waterloo, NSW, Australia",Australia,AU,151.21378,-33.90256,13,43,73,148,93.0
Besiktas Flat,Apartment,Entire home/apt,Real Bed,1,6,flexible,4,1.0,1,1.0,"['TV', 'Wifi', 'Kitchen', 'Pets allowed', 'Heating', 'Washer', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Microwave', 'Refrigerator', 'Oven', 'Patio or balcony']",248.00,0.00,2018-09-08 04:00:00,"Beşiktaş, İstanbul, Turkey",Turkey,TR,29.00214,41.04721,27,45,45,45,100.0
Room at Fancy Building,Apartment,Private room,Real Bed,1,12,flexible,2,1.0,2,1.0,"['Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Elevator', 'Heating', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Extra pillows and blankets']",148.00,79.00,2018-12-24 05:00:00,"Ataşehir, İstanbul, Turkey",Turkey,TR,29.08019,40.991,19,41,71,71,100.0
Room III Room III Book House Boavista,Apartment,Private room,Real Bed,1,28,strict_14_with_grace_period,3,1.0,2,2.0,"['Wifi', 'Kitchen', 'Buzzer/wireless intercom', 'Washer', 'Dryer', 'First aid kit', 'Safety card', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Iron', 'Laptop friendly workspace', 'Host greets you']",42.00,0.00,2018-10-22 04:00:00,"Porto, Porto District, Portugal",Portugal,PT,-8.63555,41.16323,30,60,90,180,90.0
min CBD Taste Vill Life LeichhardtHaberfield,House,Entire home/apt,Real Bed,1,1125,moderate,5,2.0,3,1.0,"['TV', 'Wifi', 'Kitchen', 'Pets allowed', 'Free street parking', 'Heating', 'Washer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private living room', 'High chair', 'Children’s books and toys', 'Pack ’n Play/travel crib', 'Children’s dinnerware', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed']",350.00,50.00,2018-11-23 05:00:00,"Leichhardt, NSW, Australia",Australia,AU,151.14943,-33.88133,17,47,77,168,93.0
Marriotts Ko Olina Beach Club,Resort,Private room,Real Bed,1,1125,strict_14_with_grace_period,8,2.0,6,2.0,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Gym', 'Elevator', 'Hot tub', 'Heating', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Private entrance', 'High chair', 'Children’s books and toys', 'Pack ’n Play/travel crib', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed', 'Paid parking on premises']",470.00,0.00,2019-01-23 05:00:00,"Kapolei, HI, United States",United States,US,-158.12009,21.33267,12,23,49,273,100.0
Kathleens Celtic House Michael Room,House,Private room,Real Bed,1,1125,moderate,2,1.0,1,1.5,"['TV', 'Wifi', 'Wheelchair accessible', 'Kitchen', 'Free parking on premises', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Children’s dinnerware', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed', 'Cleaning before checkout', 'Wide hallway clearance', 'Well-lit path to entrance', 'Step-free access', 'Wide clearance to bed', 'Step-free access', 'Step-free access', 'Handheld shower head', 'Fixed grab bars for shower', 'Fixed grab bars for toilet', 'Roll-in shower']",70.00,25.00,2018-12-31 05:00:00,"Strathfield, NSW, Australia",Australia,AU,151.08994,-33.87188,0,0,0,0,100.0
